2 12.329640 50.195407
4 12.263728 49.587579
8 12.245237 50.938914
16 12.188639 50.102464
32 12.610107 52.187347
64 6.164220 19.516701
128 12.920074 56.464847
512 13.304889 75.578139
1024 22.899515 84.511721
2048 36.825988 112.652046
4096 38.863074 138.680474
8192 51.340380 278.267804
