2 12.406802 49.899503
4 12.315214 50.270856
8 12.374802 50.950283
16 12.405340 50.981394
32 12.390351 52.204550
64 12.727067 52.760975
128 6.987085 61.094727
512 14.887224 68.287395
1024 7.301529 32.207053
2048 17.093456 68.943700
4096 56.773038 174.686025
8192 155.357933 291.391340
