10 0.073561 0.072978 0.073240 0.073404 
30 0.072660 0.072799 0.073023 0.067736 
100 0.072700 0.073096 0.073092 0.073064 
300 0.073400 0.073489 0.073314 0.068292 
1000 0.077370 0.076972 0.077341 0.076904 
3000 0.096882 0.092780 0.092051 0.092395 
10000 0.161106 0.153081 0.147993 0.289823 
30000 0.313624 0.320466 0.489707 1.990172 
100000 1.828325 1.727626 2.826867 7.420400 
300000 27.572346 12.779166 13.956406 33.751228 
1000000 182.164215 152.547989 172.209305 434.686493 
