2 13.019769 54.255946
4 12.817265 54.804776
8 12.147406 55.295281
16 12.264690 57.016398
32 7.241285 33.616898
64 13.724287 73.451414
128 16.261261 92.399209
512 44.646394 199.240437
1024 461.878463 440.878084
2048 1219.929664 1148.447814
4096 2954.582560 3527.755525
